Document,Topic,Weight,ACN,State Reference,Primary Problem,Make Model Name,Function 1,Function 2,Function 3,Function 4,Flight Phase 1,Flight Phase 2,Flight Phase 3,Flight Phase 4,Flight Phase 5,Flight Phase 6
3861,1,0.8679848,1680708,Unidentified,Procedure,B737 Undifferentiated or Other Model,Pilot Flying, First Officer,,,Takeoff / Launch,,,,,
3862,1,0.47784698,1680975,US,Human Factors,B737-800,Captain, Pilot Not Flying,,,Takeoff / Launch,,,,,
3863,1,0.8403235,1681161,US,Human Factors,B737 Undifferentiated or Other Model,Pilot Not Flying, Captain,,,Final Approach,,,,,
3864,0,0.875297,1681635,FO,Aircraft,B787 Dreamliner Undifferentiated or Other Model,Pilot Flying, First Officer,,,Takeoff / Launch,,,,,
3865,1,0.9042801,1681672,US,Aircraft,B737-800,Captain, Pilot Flying,,,Takeoff / Launch,,,,,
3866,0,0.8174113,1682029,US,Aircraft,B737-800,Pilot Flying, Captain,,,Climb,,,,,
3867,2,0.9074511,1682320,Unidentified,Aircraft,B737 Undifferentiated or Other Model,Flight Attendant (On Duty),,,,Cruise,,,,,
3868,2,0.86787605,1682476,US,Aircraft,B757 Undifferentiated or Other Model,Captain,,,,Cruise,,,,,
3869,2,0.8908379,1682871,Unidentified,Aircraft,B737-800,Pilot Not Flying, First Officer,,,Cruise,,,,,
3870,0,0.7558988,1683293,HI,Human Factors,B737-800,First Officer, Pilot Not Flying,,,Cruise,,,,,
3871,0,0.92839223,1683519,FO,Aircraft,B777 Undifferentiated or Other Model,Pilot Flying, Captain,,,Cruise,,,,,
3872,1,0.709066,1683619,CA,Environment - Non Weather Related,B737-700,First Officer, Pilot Not Flying,,,Climb,,,,,
3873,1,0.60259366,1683964,US,Aircraft,B737 Next Generation Undifferentiated,Pilot Not Flying, Captain,,,Takeoff / Launch,,,,,
3874,1,0.51358855,1684036,MA,Aircraft,B757 Undifferentiated or Other Model,Captain, Pilot Flying,,,Final Approach,,,,,
3875,0,0.89117944,1684040,CA,Ambiguous,B737 Next Generation Undifferentiated,Captain, Pilot Flying,,,Cruise,,,,,
3876,1,0.8523375,1684068,CA,Ambiguous,B757 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Final Approach,,,,,
3877,3,0.86223155,1684072,US,Aircraft,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Climb,,,,,
3878,3,0.69510925,1684225,US,Environment - Non Weather Related,B737-900,Captain,,,,Takeoff / Launch,,,,,
3879,2,0.741863,1684315,Unidentified,Ambiguous,B737-800,Flight Attendant (On Duty),,,,Cruise,,,,,
3880,2,0.9147642,1684323,Unidentified,Aircraft,B737-800,Flight Attendant In Charge,,,,Cruise,,,,,
3881,2,0.8587974,1684438,US,Aircraft,B737 Undifferentiated or Other Model,Pilot Flying, Captain,,,Cruise,,,,,
3882,3,0.6220739,1684455,US,Aircraft,B737 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Climb,,,,,
3883,3,0.8411449,1684516,US,Aircraft,B767-300 and 300 ER,Captain, Pilot Flying,,,Cruise,,,,,
3884,0,0.78735524,1684532,US,Aircraft,B767-300 and 300 ER,First Officer, Pilot Not Flying,,,Cruise,,,,,
3885,2,0.5565392,1684537,FO,Aircraft,B777-300,Captain, Pilot Flying,,,Climb,,,,,
3886,0,0.7088585,1684547,US,Aircraft,B737-800,Pilot Not Flying, Captain,,,Takeoff / Launch,,,,,
3887,2,0.8788064,1684608,Unidentified,Human Factors,B737-700,Flight Attendant (On Duty),,,,Cruise,,,,,
3888,0,0.8835823,1684714,CA,Human Factors,B737-700,Captain, Pilot Not Flying,,,Cruise,,,,,
3889,2,0.84590644,1684739,TX,Aircraft,B737-800,Pilot Not Flying, Captain,,,Landing,,,,,
3890,2,0.8943816,1685010,US,Human Factors,B737-700,First Officer, Pilot Flying,,,Cruise,,,,,
3891,1,0.9128418,1685013,US,Aircraft,B737-800,Captain, Pilot Flying,,,Initial Climb,,,,,
3892,1,0.8793265,1685044,AK,Procedure,B737 Next Generation Undifferentiated,Captain, Pilot Flying,,,Climb, Takeoff / Launch,,,,
3893,2,0.88289404,1685051,US,Aircraft,B737 Next Generation Undifferentiated,First Officer, Pilot Flying,,,Cruise,,,,,
3894,0,0.7133039,1685062,US,Procedure,B737 Next Generation Undifferentiated,Captain, Pilot Flying,,,Cruise,,,,,
3895,2,0.8750712,1685065,FL,Human Factors,B737 Next Generation Undifferentiated,Captain, Pilot Not Flying,,,Cruise,,,,,
3896,0,0.6032087,1685071,Unidentified,Aircraft,B737 Next Generation Undifferentiated,Pilot Flying, Captain,,,Cruise,,,,,
3897,0,0.5358928,1685146,AZ,Aircraft,B737-800,Pilot Not Flying, First Officer,,,Takeoff / Launch,,,,,
3898,1,0.84739536,1685371,NV,Human Factors,B737-800,Pilot Not Flying, Captain,,,Landing, Taxi,,,,
3899,0,0.4949336,1685396,Unidentified,Chart Or Publication,B737 Undifferentiated or Other Model,First Officer,,,,Final Approach, Initial Approach,,,,
3900,0,0.8292074,1685615,FO,Aircraft,B767-300 and 300 ER,Pilot Flying, First Officer,,,Cruise,,,,,
3901,2,0.830808,1685671,PQ,Procedure,B777 Undifferentiated or Other Model,Pilot Not Flying, Captain,,,Cruise,,,,,
3902,3,0.70074236,1685981,FO,Airport,B737-700,Pilot Not Flying, Captain,,,Landing, Final Approach,,,,
3903,0,0.85128564,1686025,NF,ATC Equipment / Nav Facility / Buildings,B787 Dreamliner Undifferentiated or Other Model,Captain, Pilot Flying,,,Cruise,,,,,
3904,3,0.46317467,1686399,FO,Procedure,B777 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Landing,,,,,
3905,3,0.86363894,1686508,Unidentified,Procedure,B737-800,Pilot Not Flying, Check Pilot, Captain,,Cruise,,,,,
3906,3,0.86697555,1686509,Unidentified,Procedure,B737-800,First Officer, Pilot Flying,,,Cruise,,,,,
3907,1,0.91455466,1686713,CA,Human Factors,B737 Next Generation Undifferentiated,Pilot Flying, First Officer,,,Final Approach,,,,,
3908,1,0.5703509,1686723,FO,Weather,B737 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Final Approach,,,,,
3909,1,0.50603473,1686795,US,Procedure,B747-400,Captain,,,,Climb,,,,,
3910,3,0.7930312,1686796,US,Aircraft,B767-300 and 300 ER,First Officer,,,,Landing,,,,,
3911,0,0.62941486,1686797,FO,Aircraft,B747-400,First Officer,,,,Climb,,,,,
3912,0,0.79555166,1687343,US,Aircraft,B757 Undifferentiated or Other Model,Captain,,,,Climb,,,,,
3913,0,0.9203911,1687392,FL,Human Factors,B737-400,First Officer, Pilot Not Flying,,,Cruise,,,,,
3914,3,0.49354482,1687718,FL,Human Factors,B767-300 and 300 ER,Flight Attendant (On Duty),,,,Takeoff / Launch,,,,,
3915,3,0.8751674,1687930,Unidentified,Aircraft,B737-700,First Officer, Pilot Flying,,,Climb,,,,,
3916,0,0.8270431,1687944,Unidentified,Aircraft,B737-700,Captain, Pilot Flying,,,Takeoff / Launch,,,,,
3917,3,0.91083634,1687947,Unidentified,Aircraft,B737-700,Captain, Pilot Not Flying,,,Climb,,,,,
3918,1,0.8461542,1687966,US,Human Factors,B737-700,Captain, Pilot Flying,,,Final Approach,,,,,
3919,0,0.9152891,1687977,Unidentified,Aircraft,B787 Dreamliner Undifferentiated or Other Model,Pilot Not Flying, First Officer,,,Cruise,,,,,
3920,1,0.916537,1687996,US,Human Factors,B787 Dreamliner Undifferentiated or Other Model,Pilot Flying, First Officer,,,Final Approach,,,,,
3921,1,0.92417026,1688003,DC,Human Factors,B737 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Final Approach,,,,,
3922,3,0.87049425,1688050,Unidentified,Aircraft,B787 Dreamliner Undifferentiated or Other Model,First Officer,,,,Final Approach,,,,,
3923,3,0.47932497,1688285,Unidentified,Human Factors,B737-800,Technician,,,,Initial Climb,,,,,
3924,0,0.62407446,1688286,Unidentified,Human Factors,B737-900,Technician,,,,Takeoff / Launch,,,,,
3925,0,0.9044483,1688423,FO,Aircraft,B767 Undifferentiated or Other Model,Pilot Flying, Captain,,,Takeoff / Launch,,,,,
3926,0,0.8411779,1688454,IN,Equipment / Tooling,B737 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Cruise,,,,,
3927,2,0.91494507,1688595,Unidentified,Human Factors,B737-700,Flight Attendant (On Duty), Flight Attendant In Charge,,,Cruise,,,,,
3928,2,0.85578406,1688596,Unidentified,MEL,B737-800,Flight Attendant (On Duty),,,,Cruise,,,,,
3929,2,0.6539013,1688597,Unidentified,Human Factors,B737-700,Flight Attendant (On Duty),,,,Climb, Cruise, Descent,,,
3930,2,0.9337117,1688616,Unidentified,Aircraft,B737-700,Flight Attendant (On Duty),,,,Cruise, Descent, Landing,,,
3931,2,0.6863279,1688618,CT,Human Factors,B737-700,Flight Attendant In Charge,,,,Climb, Cruise, Descent, Landing,,
3932,0,0.8489427,1688703,US,Aircraft,B737-700,Captain, Pilot Not Flying,,,Cruise,,,,,
3933,1,0.8439111,1688830,HI,Aircraft,B777-200,Pilot Flying,,,,Cruise,,,,,
3934,1,0.4971263,1689015,NV,Procedure,B737-800,Captain, Pilot Flying,,,Takeoff / Launch,,,,,
3935,2,0.90198934,1689183,US,Aircraft,B737-700,Flight Attendant In Charge,,,,Takeoff / Launch,,,,,
3936,2,0.90391666,1689184,US,Aircraft,B737-700,Flight Attendant In Charge,,,,Takeoff / Launch,,,,,
3937,0,0.9077669,1689354,US,Human Factors,B737-700,Pilot Flying, First Officer,,,Landing,,,,,
3938,0,0.5265102,1689467,FL,Human Factors,B737-800,Pilot Not Flying,,,,Takeoff / Launch,,,,,
3939,1,0.9081731,1689471,FO,Human Factors,B737-800,Pilot Not Flying, First Officer,,,Landing,,,,,
3940,0,0.5919055,1689558,FO,Human Factors,B767 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Cruise,,,,,
3941,2,0.8779663,1689631,FO,Aircraft,B777-200,Pilot Flying, Captain,,,Cruise,,,,,
3942,0,0.8331423,1690081,Unidentified,Aircraft,B787 Dreamliner Undifferentiated or Other Model,Pilot Flying, Captain,,,Cruise,,,,,
3943,0,0.8979361,1690084,Unidentified,Aircraft,B787 Dreamliner Undifferentiated or Other Model,First Officer,,,,Cruise,,,,,
3944,1,0.821058,1690093,CA,Human Factors,B737 Next Generation Undifferentiated,Captain, Pilot Not Flying,,,Final Approach,,,,,
3945,2,0.90996385,1690109,Unidentified,Aircraft,B737 Undifferentiated or Other Model,Pilot Flying, Captain,,,Cruise,,,,,
3946,3,0.7386618,1690222,MN,Human Factors,B737-800,Pilot Not Flying, Check Pilot, Captain,,Landing,,,,,
3947,1,0.74737215,1690405,CO,Environment - Non Weather Related,B737 Next Generation Undifferentiated,Pilot Flying, Captain,,,Takeoff / Launch,,,,,
3948,2,0.6714359,1690672,MN,Company Policy,B757 Undifferentiated or Other Model,Enroute, Supervisor / CIC,,,Cruise,,,,,
3949,2,0.8401969,1690676,MN,Company Policy,B757-200,Enroute,,,,Cruise,,,,,
3950,2,0.89576507,1690727,US,Aircraft,B737 Next Generation Undifferentiated,First Officer, Pilot Flying,,,Climb,,,,,
3951,1,0.9206986,1690797,TX,Human Factors,B737-800,Captain, Pilot Not Flying,,,Final Approach,,,,,
3952,1,0.68327796,1691033,IL,Human Factors,B757 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Takeoff / Launch,,,,,
3953,0,0.47882232,1691413,Unidentified,Aircraft,B777 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Climb,,,,,
3954,1,0.6870013,1691502,FO,Human Factors,B787 Dreamliner Undifferentiated or Other Model,Captain,,,,Cruise,,,,,
3955,0,0.8613595,1691558,CA,Human Factors,B737 Undifferentiated or Other Model,Pilot Flying, Captain,,,Takeoff / Launch,,,,,
3956,1,0.89761966,1691658,NV,Aircraft,B737-900,Pilot Not Flying, Captain,,,Takeoff / Launch,,,,,
3957,1,0.7439711,1691666,US,Company Policy,B737-800,First Officer, Pilot Flying,,,Final Approach,,,,,
3958,1,0.5727351,1691851,NC,Human Factors,B737-800,First Officer, Pilot Flying,,,Takeoff / Launch,,,,,
3959,2,0.47786874,1691887,FO,Human Factors,B737-800,Captain, Pilot Flying,,,Cruise,,,,,
3960,2,0.88675934,1692047,US,Aircraft,B737-800,Flight Attendant In Charge,,,,Parked, Cruise,,,,
3961,2,0.7859333,1692414,MN,Company Policy,B757-200,Enroute,,,,Cruise,,,,,
3962,2,0.52654237,1692431,US,Procedure,B737-700,First Officer, Pilot Not Flying,,,Cruise,,,,,
3963,3,0.88184273,1692442,US,Aircraft,B737-700,Pilot Not Flying, First Officer,,,Cruise, Landing, Takeoff / Launch,,,
3964,0,0.9202617,1692469,US,Aircraft,B757 Undifferentiated or Other Model,Pilot Flying, First Officer,,,Cruise,,,,,
3965,0,0.930916,1692542,FO,Aircraft,B737-800,First Officer, Pilot Not Flying,,,Final Approach,,,,,
3966,2,0.72011465,1692688,FL,Airport,B737 Next Generation Undifferentiated,Ground,,,,Takeoff / Launch,,,,,
3967,0,0.84070826,1692711,MN,Environment - Non Weather Related,B737-800,Pilot Not Flying, Captain,,,Cruise,,,,,
3968,0,0.8897574,1693094,US,Aircraft,B737-800,Captain, Pilot Flying,,,Climb,,,,,
3969,2,0.90215695,1693305,US,Environment - Non Weather Related,B737-800,First Officer, Pilot Flying,,,Takeoff / Launch,,,,,
3970,1,0.90218854,1693355,Unidentified,Human Factors,B757 Undifferentiated or Other Model,Captain,,,,Final Approach, Initial Approach,,,,
3971,3,0.5797239,1693374,US,Human Factors,B737-800,Pilot Flying, Captain,,,Takeoff / Launch,,,,,
3972,2,0.89630866,1693680,Unidentified,Human Factors,B737-800,First Officer, Pilot Not Flying,,,Cruise,,,,,
3973,3,0.8644297,1693993,US,Procedure,B737-800,First Officer, Pilot Flying,,,Landing,,,,,
3974,2,0.64542174,1694015,US,Aircraft,B777-200,Pilot Not Flying, First Officer,,,Climb,,,,,
3975,2,0.5606742,1694023,CA,Aircraft,B777 Undifferentiated or Other Model,Captain, Pilot Flying,,,Climb,,,,,
3976,2,0.86704636,1694055,Unidentified,Aircraft,B777-200,Captain, Pilot Flying,,,Climb,,,,,
3977,0,0.92680204,1694068,US,Aircraft,B737-900,Captain, Pilot Flying,,,Final Approach,,,,,
3978,2,0.6160711,1694496,CA,Aircraft,B757-200,Pilot Not Flying, Captain,,,Cruise, Landing, Descent,,,
3979,2,0.677935,1694514,US,Aircraft,B757 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Climb,,,,,
3980,2,0.7345271,1694852,Unidentified,Aircraft,B757 Undifferentiated or Other Model,Pilot Flying, First Officer,,,Climb,,,,,
3981,3,0.88752896,1694926,US,Aircraft,B737-800,Pilot Flying, First Officer,,,Climb,,,,,
3982,1,0.88423556,1695117,NJ,Human Factors,B777 Undifferentiated or Other Model,Pilot Not Flying, Captain,,,Takeoff / Launch,,,,,
3983,3,0.8851836,1695129,US,Manuals,B777 Undifferentiated or Other Model,Captain, Pilot Flying,,,Cruise,,,,,
3984,0,0.5120615,1695483,CA,Procedure,B737-700,Pilot Not Flying, First Officer,,,Climb,,,,,
3985,3,0.6906317,1695662,US,Aircraft,B767 Undifferentiated or Other Model,Pilot Flying, Captain,,,Cruise,,,,,
3986,1,0.38712883,1695774,FO,Aircraft,B777-300,Relief Pilot, First Officer, Pilot Not Flying,,Final Approach,,,,,
3987,1,0.4958891,1696111,US,Weather,B737 Undifferentiated or Other Model,Captain,,,,Final Approach,,,,,
3988,0,0.8945516,1696117,US,Aircraft,B737 Undifferentiated or Other Model,First Officer,,,,Cruise,,,,,
3989,2,0.7078614,1696141,US,Aircraft,B737 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Takeoff / Launch,,,,,
3990,2,0.877892,1696366,Unidentified,Human Factors,B737-700,Flight Attendant (On Duty),,,,Cruise,,,,,
3991,2,0.87206066,1696510,US,Aircraft,B737-800,First Officer, Pilot Not Flying,,,Cruise,,,,,
3992,1,0.83786434,1696528,US,Aircraft,B737-700,Captain, Pilot Flying,,,Landing,,,,,
3993,2,0.9211712,1696530,US,Aircraft,B737-800,Pilot Flying, Captain,,,Cruise, Parked,,,,
3994,0,0.6146241,1696975,Unidentified,Human Factors,B767-300 and 300 ER,Captain, Pilot Flying,,,Climb,,,,,
3995,3,0.9082284,1697131,Unidentified,Aircraft,B767 Undifferentiated or Other Model,Pilot Flying, Captain,,,Climb,,,,,
3996,2,0.6241153,1697137,Unidentified,Ambiguous,B737 Undifferentiated or Other Model,Pilot Not Flying, First Officer,,,Cruise,,,,,
3997,1,0.8886602,1697152,Unidentified,Aircraft,B737 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Final Approach,,,,,
3998,0,0.60247946,1697201,US,Aircraft,B717 (Formerly MD-95),Check Pilot, Captain,,,Cruise,,,,,
3999,2,0.78018296,1697269,US,Aircraft,B737-800,Pilot Not Flying,,,,Cruise,,,,,
4000,1,0.50544816,1697407,CA,Procedure,B737-900,Approach,,,,Initial Climb,,,,,
4001,1,0.8757744,1697411,Unidentified,Human Factors,B737-700,Captain, Pilot Flying,,,Landing,,,,,
4002,2,0.5307451,1697437,UT,Aircraft,B737-900,Pilot Not Flying, First Officer,,,Cruise,,,,,
4003,1,0.90860456,1697442,OH,Airport,B737-800,Pilot Not Flying, Captain,,,Final Approach,,,,,
4004,0,0.6547371,1697457,US,Aircraft,B757-200,First Officer, Pilot Flying,,,Landing,,,,,
4005,1,0.8865448,1697470,CA,Ambiguous,B737 Next Generation Undifferentiated,Captain, Pilot Not Flying,,,Landing, Final Approach,,,,
4006,3,0.7106833,1697483,Unidentified,Environment - Non Weather Related,B777 Undifferentiated or Other Model,Captain,,,,Final Approach,,,,,
4007,1,0.6857826,1697590,US,Weather,B767-300 and 300 ER,First Officer, Pilot Flying,,,Climb,,,,,
4008,1,0.88022405,1697944,CA,Procedure,B737 Next Generation Undifferentiated,Captain, Pilot Flying,,,Landing,,,,,
4009,2,0.9007343,1698143,US,Aircraft,B737-800,Pilot Flying, First Officer,,,Cruise,,,,,
4010,0,0.93710357,1698655,US,Weather,B737-700,Captain, Pilot Flying,,,Climb,,,,,
4011,2,0.73641884,1698816,Unidentified,Aircraft,B737 Undifferentiated or Other Model,Passenger,,,,Landing,,,,,
4012,1,0.8856546,1698992,WA,Aircraft,B737 Next Generation Undifferentiated,Captain, Pilot Flying,,,Final Approach, Landing,,,,
4013,1,0.90466565,1699157,CA,Environment - Non Weather Related,B737-700,Pilot Flying, Captain,,,Initial Climb,,,,,
4014,0,0.6102438,1699204,US,Aircraft,B737 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Climb,,,,,
4015,1,0.89729303,1699210,FO,Human Factors,B787 Dreamliner Undifferentiated or Other Model,First Officer, Pilot Flying,,,Cruise,,,,,
4016,1,0.8966947,1699297,TX,Procedure,B737-800,Pilot Not Flying,,,,Takeoff / Launch,,,,,
4017,2,0.5905061,1699480,AZ,Procedure,B737-700,Approach,,,,Final Approach,,,,,
4018,3,0.8962675,1699518,US,Aircraft,B737-700,Pilot Not Flying, First Officer,,,Climb,,,,,
4019,0,0.92336595,1699531,US,Aircraft,B737-700,Pilot Not Flying, Captain,,,Climb,,,,,
4020,0,0.68019146,1699548,US,Aircraft,B777 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Cruise,,,,,
4021,3,0.5716323,1699551,US,Aircraft,B737 Next Generation Undifferentiated,Pilot Flying, Captain,,,Takeoff / Launch,,,,,
4022,3,0.7216748,1699677,FO,Aircraft,B737-800,First Officer, Pilot Not Flying,,,Cruise,,,,,
4023,0,0.72964835,1699740,US,Aircraft,B757 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Final Approach,,,,,
4024,0,0.9238234,1699755,US,Aircraft,B767 Undifferentiated or Other Model,Pilot Flying, Captain,,,Cruise,,,,,
4025,2,0.8795291,1699777,US,Aircraft,B737-400,Pilot Not Flying, Captain,,,Cruise,,,,,
4026,2,0.9245829,1699802,US,Weather,B777-200,Pilot Not Flying, Captain,,,Cruise,,,,,
4027,1,0.7541015,1699806,US,Aircraft,B737-800,Pilot Flying, Captain,,,Climb,,,,,
4028,1,0.5720403,1699831,US,Human Factors,B777-200,Captain, Pilot Not Flying,,,Takeoff / Launch,,,,,
4029,2,0.8755282,1699916,US,Aircraft,B737-800,Captain, Pilot Not Flying,,,Initial Climb, Takeoff / Launch,,,,
4030,0,0.60114884,1699943,US,Aircraft,B737-700,First Officer, Pilot Flying,,,Takeoff / Launch,,,,,
4031,1,0.57486534,1700007,US,Aircraft,B737-700,Captain, Pilot Flying,,,Climb,,,,,
4032,0,0.8898198,1700016,US,Company Policy,B737 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Takeoff / Launch,,,,,
4033,0,0.678624,1700020,US,Aircraft,B737 Undifferentiated or Other Model,Pilot Flying, First Officer,,,Final Approach,,,,,
4034,0,0.91066575,1700035,Unidentified,Aircraft,B737 Next Generation Undifferentiated,First Officer, Pilot Not Flying,,,Final Approach,,,,,
4035,3,0.89829695,1700049,Unidentified,Aircraft,B737 Next Generation Undifferentiated,Pilot Not Flying, First Officer,,,Climb,,,,,
4036,0,0.92860955,1700094,US,Aircraft,B737 Undifferentiated or Other Model,Pilot Not Flying, Captain,,,Climb,,,,,
4037,0,0.54736894,1700194,FO,Aircraft,B767-300 and 300 ER,Pilot Flying, Captain,,,Cruise,,,,,
4038,0,0.7898165,1700207,US,Aircraft,B757-200,Captain, Pilot Not Flying,,,Climb,,,,,
4039,1,0.90048134,1700214,US,Human Factors,B737-800,Pilot Flying, First Officer,,,Landing,,,,,
4040,1,0.8654344,1700216,US,Human Factors,B737-800,Pilot Flying,,,,Landing,,,,,
4041,2,0.8939219,1700881,US,Aircraft,B737-800,Flight Attendant (On Duty),,,,Climb, Cruise, Descent, Parked,,
4042,3,0.8472147,1700993,FO,Aircraft,B767-300 and 300 ER,First Officer,,,,Cruise,,,,,
4043,3,0.91382885,1701232,US,Aircraft,B757 Undifferentiated or Other Model,Pilot Flying, Captain,,,Cruise,,,,,
4044,1,0.86670136,1701234,FO,Ambiguous,B767 Undifferentiated or Other Model,Pilot Flying, Captain,,,Climb,,,,,
4045,1,0.86442226,1701562,CA,Chart Or Publication,B737-700,Pilot Flying, First Officer,,,Cruise,,,,,
4046,1,0.863956,1701567,CA,Chart Or Publication,B737-700,First Officer, Pilot Not Flying,,,Cruise,,,,,
4047,3,0.88064694,1701609,NV,Aircraft,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Takeoff / Launch,,,,,
4048,0,0.89453876,1701620,US,Aircraft,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Takeoff / Launch,,,,,
4049,0,0.59770083,1701624,US,Aircraft,B737-900,Pilot Flying, Captain,,,Takeoff / Launch,,,,,
4050,0,0.87104976,1701627,CA,Company Policy,B787 Dreamliner Undifferentiated or Other Model,Pilot Not Flying, Captain,,,Climb,,,,,
4051,1,0.5067793,1701692,FO,Aircraft,B737-800,Captain, Pilot Flying,,,Takeoff / Launch,,,,,
4052,1,0.8902424,1701742,CA,Airspace Structure,B737-900,Pilot Not Flying, Captain,,,Climb,,,,,
4053,1,0.85869384,1701746,US,Aircraft,B737-800,Captain, Pilot Flying,,,Takeoff / Launch,,,,,
4054,0,0.87760156,1701788,US,Aircraft,B757 Undifferentiated or Other Model,Captain, Pilot Flying,,,Takeoff / Launch,,,,,
4055,0,0.88640374,1701810,US,Aircraft,B767 Undifferentiated or Other Model,Captain, Pilot Flying,,,Takeoff / Launch,,,,,
4056,2,0.9376983,1702004,US,Aircraft,B737-800,Pilot Not Flying, Captain,,,Cruise,,,,,
4057,0,0.89455414,1702279,US,Human Factors,B737-700,First Officer, Pilot Flying,,,Cruise, Parked,,,,
4058,0,0.6652622,1702293,US,Human Factors,B737-700,Captain, Pilot Not Flying,,,Takeoff / Launch,,,,,
4059,1,0.8981446,1702312,DC,Human Factors,B737-700,First Officer, Pilot Not Flying,,,Climb,,,,,
4060,0,0.9234941,1702333,US,Aircraft,B757 Undifferentiated or Other Model,Pilot Not Flying, Captain,,,Takeoff / Launch,,,,,
4061,0,0.8977681,1702343,US,Human Factors,B787 Dreamliner Undifferentiated or Other Model,Pilot Not Flying, Captain,,,Initial Climb, Taxi, Cruise,,,
4062,3,0.47720903,1702430,US,Ambiguous,B737-800,Captain, Pilot Not Flying,,,Cruise,,,,,
4063,2,0.5453548,1703477,US,Procedure,B737-800,Pilot Flying, First Officer,,,Climb,,,,,
4064,3,0.8847881,1703488,US,Aircraft,B737 Undifferentiated or Other Model,Pilot Flying, Captain,,,Cruise,,,,,
4065,2,0.50377786,1703492,US,Human Factors,B777 Undifferentiated or Other Model,Other / Unknown,,,,Takeoff / Launch,,,,,
4066,1,0.89276415,1703497,NJ,Ambiguous,B737 Undifferentiated or Other Model,Other / Unknown,,,,Final Approach,,,,,
4067,0,0.5432028,1703528,TX,Procedure,B777 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Climb,,,,,
4068,1,0.623704,1704206,CA,Procedure,B737 Next Generation Undifferentiated,Supervisor / CIC,,,,Landing,,,,,
4069,0,0.90472645,1704266,US,Aircraft,B737-700,Captain, Pilot Flying,,,Cruise,,,,,
4070,0,0.51269,1704290,US,Aircraft,B737-800,Captain, Pilot Not Flying,,,Climb, Parked,,,,
4071,3,0.90497166,1704308,US,Aircraft,B737 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Cruise,,,,,
4072,2,0.90109015,1704353,US,Unidentified,B737 Undifferentiated or Other Model,Captain,,,,Cruise,,,,,
4073,0,0.9231016,1704372,FO,Human Factors,B737 Undifferentiated or Other Model,Pilot Flying, Captain,,,Landing,,,,,
4074,3,0.5203628,1704467,US,Aircraft,B737-400,Captain, Pilot Not Flying,,,Climb,,,,,
4075,0,0.6014472,1704570,CA,Procedure,B737 Undifferentiated or Other Model,First Officer,,,,Takeoff / Launch,,,,,
4076,0,0.88906044,1704744,KS,Company Policy,B737-800,Enroute,,,,Cruise,,,,,
4077,1,0.8957846,1705064,MD,ATC Equipment / Nav Facility / Buildings,B737 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Final Approach, Landing,,,,
4078,0,0.8731662,1705090,GA,Aircraft,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Cruise,,,,,
4079,3,0.8742237,1705109,US,Aircraft,B777 Undifferentiated or Other Model,Pilot Flying, Captain,,,Initial Climb,,,,,
4080,0,0.8898549,1705112,US,Aircraft,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Cruise,,,,,
4081,2,0.91952544,1705117,US,Aircraft,B737 Undifferentiated or Other Model,Pilot Flying, Captain,,,Cruise,,,,,
4082,3,0.79647315,1705121,FO,ATC Equipment / Nav Facility / Buildings,B777 Undifferentiated or Other Model,Captain,,,,Climb,,,,,
4083,1,0.92546344,1705125,CO,Human Factors,B737 Undifferentiated or Other Model,Pilot Flying, Captain,,,Landing,,,,,
4084,2,0.86203897,1705207,FO,MEL,B737-800,Captain, Pilot Flying,,,Cruise,,,,,
4085,0,0.88645387,1705320,CA,Chart Or Publication,B737-800,Pilot Not Flying, Captain,,,Climb,,,,,
4086,0,0.9062701,1705496,US,Aircraft,B787 Dreamliner Undifferentiated or Other Model,Captain, Pilot Flying,,,Cruise,,,,,
4087,0,0.5549042,1705593,US,Aircraft,B787 Dreamliner Undifferentiated or Other Model,Pilot Not Flying, First Officer,,,Cruise,,,,,
4088,1,0.9313494,1706031,US,Human Factors,B737-700,Pilot Flying, Captain,,,Landing,,,,,
4089,2,0.9171529,1706508,US,Aircraft,B737 Next Generation Undifferentiated,Pilot Not Flying, Captain,,,Takeoff / Launch,,,,,
